gid,actual_price,rsi,ma25_distance,predicted_action
994040,77048.34,0,0,UNKNOWN
994049,77040.1398,61.59,-85.2,BULLISH_DRIFT
994049,77040.1398,0,0,UNKNOWN
994057,77008.7831,39.9,-128.49,BEARISH_DRIFT
994057,77008.7831,0,0,UNKNOWN
994066,77014.36,36.01,-126.94,BEARISH_DRIFT
994066,77014.35,0,0,UNKNOWN
994074,77061.1985,42.46,-119.86,BEARISH_DRIFT
994074,77058.01,0,0,UNKNOWN
994083,77044.06,56.49,-81.88,BULLISH_DRIFT
994083,77089.2024,0,0,UNKNOWN
994092,77022.3647,44.81,-98.94,BEARISH_DRIFT
994092,77022.3647,0,0,UNKNOWN
994101,77009.308,42.82,-111.39,BEARISH_DRIFT
994101,77196.6868,0,0,UNKNOWN
994109,76979.97,42.15,-106.62,BEARISH_DRIFT
994109,76985.53,0,0,UNKNOWN
994118,77001.45,40.85,-138.49,BEARISH_DRIFT
994118,77001.4571,0,0,UNKNOWN
994126,77023.8,42.81,-114.41,BEARISH_DRIFT
994126,77019.9898,0,0,UNKNOWN
994135,77023.23,44.75,26.6,BEARISH_DRIFT
994135,77023.23,0,0,UNKNOWN
994143,77001.64,41.35,-129.02,BEARISH_DRIFT
994143,77003.9789,0,0,UNKNOWN
994152,77027.5164,54.24,-100.42,BULLISH_DRIFT
994152,77027.5164,0,0,UNKNOWN
994160,76981.4699,48.7,-38.73,BEARISH_DRIFT
994160,77083.2967,0,0,UNKNOWN
994169,76990.6,47.36,-125.66,BULLISH_DRIFT
994169,76990.6,0,0,UNKNOWN
994177,77003.5079,39.76,-128.31,BEARISH_DRIFT
994177,76995.3495,0,0,UNKNOWN
994186,77008.0186,43.14,-115.91,BEARISH_DRIFT
994186,77138.406,0,0,UNKNOWN
994194,77039.1033,48.81,-103.74,BULLISH_DRIFT
994194,77213.1995,0,0,UNKNOWN
994203,77202.3517,60.24,-23.81,BULLISH_DRIFT
994203,77020.89,0,0,UNKNOWN
994211,77022.78,51.77,-99.33,BULLISH_DRIFT
994211,77024.3264,0,0,UNKNOWN
994220,77053.7681,57.25,-61.66,BEARISH_DRIFT
994220,77053.7681,0,0,UNKNOWN
994228,77020.675,56.72,-59.56,BEARISH_DRIFT
994228,77020.675,0,0,UNKNOWN
994237,77015.0995,54.28,-75.97,BULLISH_DRIFT
994237,77003.96,0,0,UNKNOWN
994245,77021.0701,44.57,-102.94,BEARISH_DRIFT
994245,77021.07,0,0,UNKNOWN
994254,76990.94,49.28,-81.74,BULLISH_DRIFT
994254,76989.5838,0,0,UNKNOWN
994262,77164.2197,52.62,49.71,BULLISH_DRIFT
994262,77164.2197,0,0,UNKNOWN
994271,76990.4125,48.68,-116.73,BULLISH_DRIFT
994271,76990.4125,0,0,UNKNOWN
994279,77188.1625,48.04,68.01,BEARISH_DRIFT
994279,77188.1625,0,0,UNKNOWN
994288,76988.98,47.34,4.18,BEARISH_DRIFT
994288,76988.98,0,0,UNKNOWN
994296,76954,39.5,-26.9,BEARISH_DRIFT
994296,76954,0,0,UNKNOWN
994305,76990.752,42.63,-91.64,BEARISH_DRIFT
994305,76990.752,0,0,UNKNOWN
994313,77002.16,40.29,-106.67,BEARISH_DRIFT
994313,77002.16,0,0,UNKNOWN
994322,76998.4997,38.39,-112.45,BEARISH_DRIFT
994322,77116.1652,0,0,UNKNOWN
994330,77018.872,49.31,-92.34,BULLISH_DRIFT
994330,77018.88,0,0,UNKNOWN
994339,77007.1136,53.73,-79.34,BULLISH_DRIFT
994339,77007.1136,0,0,UNKNOWN
994347,77002.8042,46.62,-91.4,BULLISH_DRIFT
994347,77002.8042,0,0,UNKNOWN
994356,76985.2573,53.38,-95.84,BULLISH_DRIFT
994356,76985.2573,0,0,UNKNOWN
994364,76988,49.07,-99.8,BULLISH_DRIFT
994364,76988,0,0,UNKNOWN
994373,76987.91,48.65,-106.36,BULLISH_DRIFT
994373,76983.5035,0,0,UNKNOWN
994381,76937.99,48.13,-104.1,BULLISH_DRIFT
994381,76937.99,0,0,UNKNOWN
994390,76917.6711,36.82,-166.97,BEARISH_DRIFT
994390,76917.6711,0,0,UNKNOWN
994398,76929.6401,28.54,-149.51,BEARISH_DRIFT
994398,76929.65,0,0,UNKNOWN
994407,76966.97,34.57,64.15,BEARISH_DRIFT
994407,76966.97,0,0,UNKNOWN
994415,76930.96,39.73,-118.92,BEARISH_DRIFT
994415,76930.96,0,0,UNKNOWN
994424,77127.3206,29.04,-140.49,BEARISH_DRIFT
994424,77127.3206,0,0,UNKNOWN
994432,76979.02,39.23,-95.37,BEARISH_DRIFT
994432,76979.02,0,0,UNKNOWN
994441,76967.5677,40.06,-89.59,BEARISH_DRIFT
994441,76961.995,0,0,UNKNOWN
994449,76955.98,39.26,-111.64,BEARISH_DRIFT
994449,76955.98,0,0,UNKNOWN
994458,76960,41.16,-108.26,BEARISH_DRIFT
994458,76960,0,0,UNKNOWN
994466,76941.885,40.12,-118.79,BEARISH_DRIFT
994466,76941.885,0,0,UNKNOWN
994475,76926.82,39.82,-102.57,BEARISH_DRIFT
994475,76926.82,0,0,UNKNOWN
994483,76943.7,51.32,-125.86,BULLISH_DRIFT
994483,76943.7008,0,0,UNKNOWN
994492,77166.5964,58.72,-103.96,BULLISH_DRIFT
994492,76974.3061,0,0,UNKNOWN
994501,76954.88,53.21,-87.26,BULLISH_DRIFT
994501,76954.88,0,0,UNKNOWN
994510,76949.0399,52.66,-87.09,BULLISH_DRIFT
994510,76944.7612,0,0,UNKNOWN
994518,76949.982,50.81,-100.81,BULLISH_DRIFT
994518,76949.9825,0,0,UNKNOWN
994527,76915.38,45.64,-95.22,BULLISH_DRIFT
994527,76915.38,0,0,UNKNOWN
994535,76933.88,38.73,-97.02,BEARISH_DRIFT
994535,76931.38,0,0,UNKNOWN
994544,76945.465,46.07,-100.57,BULLISH_DRIFT
994544,76945.465,0,0,UNKNOWN
994552,76962.1,51.8,-86.17,BULLISH_DRIFT
994552,76962.1,0,0,UNKNOWN
994561,76957.59,49.48,-15.14,BEARISH_DRIFT
994561,76957.59,0,0,UNKNOWN
994569,76986.2125,51.47,-27.2,BULLISH_DRIFT
994569,76986.2125,0,0,UNKNOWN
994578,76942.43,50.89,-94.66,BULLISH_DRIFT
994578,76942.43,0,0,UNKNOWN
994586,76904.0001,48.5,-99.58,BULLISH_DRIFT
994586,76913.1235,0,0,UNKNOWN
994595,76944.4607,34.29,-123.53,BEARISH_DRIFT
994595,76944.4607,0,0,UNKNOWN
994603,76949.6416,46.61,74.96,BEARISH_DRIFT
994603,76949.6416,0,0,UNKNOWN
994612,77135.0031,53.15,-97.93,BULLISH_DRIFT
994612,77135.0031,53.15,-97.93,BULLISH_DRIFT
994620,76994.2433,56.06,107.05,BEARISH_DRIFT
994620,76994.2433,56.06,107.05,BEARISH_DRIFT
994629,77022.7725,67.58,-51.22,BEARISH_DRIFT
994629,77022.78,0,0,UNKNOWN
994637,77105.8186,63.7,-24.81,BULLISH_DRIFT
994637,77105.8186,0,0,UNKNOWN
994646,77184.9604,61.22,-40.3,BEARISH_DRIFT
994646,77184.9604,0,0,UNKNOWN
994654,77045.42,63.6,141.79,BEARISH_DRIFT
994654,77045.421,0,0,UNKNOWN
994663,77062.6711,68.03,-10.3,BEARISH_DRIFT
994663,77062.6711,0,0,UNKNOWN
994671,77057.99,79.83,3.76,BULLISH_DRIFT
994671,77057.99,0,0,UNKNOWN
994680,77243.0961,75.92,-8.35,BULLISH_DRIFT
994680,77242.8705,0,0,UNKNOWN
994688,77101.8052,88.24,-8.81,BULLISH_DRIFT
994688,77101.8052,0,0,UNKNOWN
994697,77094.0736,91.62,14.7,BULLISH_DRIFT
994697,77094.0736,0,0,UNKNOWN
994705,77133.1273,82.57,9.49,BULLISH_DRIFT
994705,77133.1273,0,0,UNKNOWN
994714,77059.4412,72.57,-28.28,BULLISH_DRIFT
994714,77059.4412,0,0,UNKNOWN
994722,77055.97,62.07,-57.54,BULLISH_DRIFT
994722,77055.97,0,0,UNKNOWN
994731,77057.7811,62.67,-35.02,BEARISH_DRIFT
994731,77057.7811,0,0,UNKNOWN
994739,77070.33,61.73,-46.25,BEARISH_DRIFT
994739,77070.34,0,0,UNKNOWN
994748,77084.9179,63.63,-48.57,BEARISH_DRIFT
994748,77084.9179,0,0,UNKNOWN
994756,77087.63,64.51,167.72,BULLISH_DRIFT
994756,77085.6085,0,0,UNKNOWN
994765,77225.6093,58.24,-14.46,BULLISH_DRIFT
994765,77225.6093,0,0,UNKNOWN
994773,77281.1382,57.28,-37.08,BEARISH_DRIFT
994773,77153.88,0,0,UNKNOWN
994782,77149.02,63.76,-11.07,BULLISH_DRIFT
994782,77149.02,0,0,UNKNOWN
994790,77224.4326,61.43,50.78,BULLISH_DRIFT
994790,77285.0912,0,0,UNKNOWN
994799,77167.2327,66.45,-8.9,BEARISH_DRIFT
994799,77167.2327,0,0,UNKNOWN
994807,77367.0663,81.58,-10.93,BULLISH_DRIFT
994807,77367.0663,0,0,UNKNOWN
994816,77178.61,85.02,5.38,BULLISH_DRIFT
994816,77178.61,0,0,UNKNOWN
994824,77180.0002,80.27,-9.35,BULLISH_DRIFT
994824,77189.22,0,0,UNKNOWN
994833,77268.5143,84.28,-7.66,BULLISH_DRIFT
994833,77418.024,0,0,UNKNOWN
994841,77422.4108,90.22,77.05,BULLISH_DRIFT
994841,77422.4108,0,0,UNKNOWN
994850,77424.8312,85.51,87.27,BULLISH_DRIFT
994850,77282.2844,0,0,UNKNOWN
994858,77277.4067,75.33,46.47,BULLISH_DRIFT
994858,77277.4067,0,0,UNKNOWN
994867,77272.2317,75.69,47.24,BULLISH_DRIFT
994867,77272.2317,0,0,UNKNOWN
994875,77287.1154,70.66,26.39,BEARISH_DRIFT
994875,77287.1154,0,0,UNKNOWN
994884,77305.96,67.4,13.49,BULLISH_DRIFT
994884,77305.9614,0,0,UNKNOWN
994892,77259.3077,67.38,16.02,BULLISH_DRIFT
994892,77259.3077,0,0,UNKNOWN
994901,77264.9917,61.26,75.35,BULLISH_DRIFT
994901,77272.2145,0,0,UNKNOWN
994910,77241.42,60.33,130.62,BEARISH_DRIFT
994910,77241.424,0,0,UNKNOWN
994919,77245.3718,56.69,-72.14,BULLISH_DRIFT
994919,77245.3718,0,0,UNKNOWN
994927,77245.9995,57.02,-73.44,BEARISH_DRIFT
994927,77245.9995,0,0,UNKNOWN
994936,77223.86,47.11,-79.48,BULLISH_DRIFT
994936,77223.86,0,0,UNKNOWN
994944,77485.3137,35.17,-112.69,BEARISH_DRIFT
994944,77485.3137,0,0,UNKNOWN
994953,77287.9263,55.11,-40.38,BEARISH_DRIFT
994953,77309.7666,0,0,UNKNOWN
994961,77293.71,49.27,-68.01,BULLISH_DRIFT
994961,77293.71,0,0,UNKNOWN
994970,77295.96,54.67,-59.18,BEARISH_DRIFT
994970,77295.96,0,0,UNKNOWN
994978,77290.87,51.16,101.78,BULLISH_DRIFT
994978,77290.87,0,0,UNKNOWN
994987,77329.108,48.11,-84.06,BULLISH_DRIFT
994987,77329.108,0,0,UNKNOWN
994995,77488.0927,60.14,121.28,BEARISH_DRIFT
994995,77488.0927,0,0,UNKNOWN
995004,77367.9593,55.46,97.93,BEARISH_DRIFT
995012,77407.1479,63.87,-59.55,BEARISH_DRIFT
995012,77359.2422,0,0,UNKNOWN
995021,77328.9799,66.84,-25.16,BULLISH_DRIFT
995021,77328.9799,0,0,UNKNOWN
995029,77292.51,60.67,-61.96,BEARISH_DRIFT
995029,77292.51,0,0,UNKNOWN
995038,77282.958,58.33,-94.36,BULLISH_DRIFT
995038,77431.2748,0,0,UNKNOWN
995046,77275.08,39.83,-61.18,BEARISH_DRIFT
995046,77275.08,0,0,UNKNOWN
995055,77319.638,47.83,72.55,BEARISH_DRIFT
995055,77319.64,0,0,UNKNOWN
995063,77314.4593,49.32,-77.04,BULLISH_DRIFT
995063,77314.4593,0,0,UNKNOWN
995072,77317.6086,53.59,99.96,BULLISH_DRIFT
995072,77505.9208,0,0,UNKNOWN
995080,77297,58.13,125.7,BEARISH_DRIFT
995080,77297,0,0,UNKNOWN
995089,77499.4601,45.32,-95.33,BULLISH_DRIFT
995089,77485.0033,0,0,UNKNOWN
995097,77520.5233,52.06,-82.68,BULLISH_DRIFT
995097,77339.8561,0,0,UNKNOWN
995106,77455.0899,50.68,-74.36,BULLISH_DRIFT
995106,77333.55,0,0,UNKNOWN
995114,77305.73,39.82,-64.25,BEARISH_DRIFT
995114,77305.73,0,0,UNKNOWN
995123,77330.96,47.68,86.49,BEARISH_DRIFT
995123,77330.9581,0,0,UNKNOWN
995131,77381.5204,58.24,-72.37,BEARISH_DRIFT
995131,77354.0957,0,0,UNKNOWN
995140,77375.0248,71.56,-45.81,BEARISH_DRIFT
995140,77375.0248,0,0,UNKNOWN
995148,77375.5814,73.1,-34.58,BULLISH_DRIFT
995148,77561.2618,0,0,UNKNOWN
995157,77567.9353,65.18,-57.56,BEARISH_DRIFT
995157,77386.6674,0,0,UNKNOWN
995165,77393.98,63.79,-52.49,BEARISH_DRIFT
995165,77393.98,0,0,UNKNOWN
995174,77526.9951,64.4,-37.59,BEARISH_DRIFT
995174,77355.6637,0,0,UNKNOWN
995182,77374.3004,59.57,-74.23,BEARISH_DRIFT
995182,77370.7008,0,0,UNKNOWN
995191,77365.6,63.19,-52.01,BEARISH_DRIFT
995191,77365.6,0,0,UNKNOWN
995199,77505.7906,56.88,-55.85,BEARISH_DRIFT
995199,77505.7906,0,0,UNKNOWN
995208,77321.2993,58.46,-92.94,BULLISH_DRIFT
995208,77321.2993,0,0,UNKNOWN
995216,77345.01,49.9,-113.88,BULLISH_DRIFT
995216,77345.01,0,0,UNKNOWN
995225,77350.2952,53.31,-87.67,BULLISH_DRIFT
995225,77342.67,0,0,UNKNOWN
995233,77315.2624,43.47,80.92,BEARISH_DRIFT
995233,77315.2624,0,0,UNKNOWN
995242,77321.98,33.12,-114.36,BEARISH_DRIFT
995242,77321.98,0,0,UNKNOWN
995250,77315.26,33.52,-115.44,BEARISH_DRIFT
995250,77315.27,0,0,UNKNOWN
995259,77306.13,37.82,-122.18,BEARISH_DRIFT
995259,77411.8822,0,0,UNKNOWN
995267,77490.9433,26.14,-13.0,BEARISH_DRIFT
995267,77319.99,0,0,UNKNOWN
995276,77305.7609,36.08,-115.46,BEARISH_DRIFT
995276,77471.1528,0,0,UNKNOWN
995284,77318.33,23.55,-137.31,BEARISH_DRIFT
995284,77318.33,0,0,UNKNOWN
995293,77484.9994,26.18,-117.42,BEARISH_DRIFT
995293,77488.4455,0,0,UNKNOWN
995301,77336.4288,34.13,-121.4,BEARISH_DRIFT
995301,77336.4288,0,0,UNKNOWN
995310,77496.9991,34.41,64.87,BEARISH_DRIFT
995310,77425.2468,0,0,UNKNOWN
995319,77450.2087,25.95,-124.91,BEARISH_DRIFT
995319,77297.1226,0,0,UNKNOWN
995328,77460.1903,27.3,-129.64,BEARISH_DRIFT
995328,77272.71,0,0,UNKNOWN
995336,77282.96,26.47,-141.03,BEARISH_DRIFT
995336,77282.95,0,0,UNKNOWN
995345,77463.5534,26.92,-129.12,BEARISH_DRIFT
995345,77301.56,0,0,UNKNOWN
995353,77555.0811,41.99,53.75,BEARISH_DRIFT
995353,77365.5076,0,0,UNKNOWN
995362,77584.0439,62.31,16.95,BULLISH_DRIFT
995362,77508.8498,0,0,UNKNOWN
995370,77349.1898,80.71,114.84,BULLISH_DRIFT
995370,77349.1898,0,0,UNKNOWN
995379,77300.1074,53.67,95.7,BULLISH_DRIFT
995379,77307.96,0,0,UNKNOWN
995387,77275.1299,51.59,-95.82,BULLISH_DRIFT
995387,77275.1299,0,0,UNKNOWN
995396,77275.13,45.58,-135.27,BULLISH_DRIFT
995396,77273.841,0,0,UNKNOWN
995404,77215.631,44.7,-138.74,BEARISH_DRIFT
995404,77215.631,0,0,UNKNOWN
995413,77193.23,42.46,-114.46,BEARISH_DRIFT
995413,77193.2225,0,0,UNKNOWN
995421,77229.54,42.86,-185.68,BEARISH_DRIFT
995421,77229.54,0,0,UNKNOWN
995430,77209.9915,45.51,-160.24,BULLISH_DRIFT
995430,77223.8797,0,0,UNKNOWN
995438,77188.4,44.05,-174.71,BEARISH_DRIFT
995438,77188.4,0,0,UNKNOWN
995447,77164.62,35.03,-191.66,BEARISH_DRIFT
995447,77164.62,0,0,UNKNOWN
995455,77315.9975,28.45,-2.74,BEARISH_DRIFT
995455,77315.9975,0,0,UNKNOWN
995464,77154.5101,13.63,-223.25,BEARISH_DRIFT
995464,77185.4544,0,0,UNKNOWN
995472,77143.12,21.78,-209.31,BEARISH_DRIFT
995472,77143.12,0,0,UNKNOWN
995481,77335.008,23.21,-53.42,BEARISH_DRIFT
995481,77162.6459,0,0,UNKNOWN
995489,77163.23,28.24,-190.04,BEARISH_DRIFT
995489,77163.23,0,0,UNKNOWN
995498,77199.1917,35.27,-168.43,BEARISH_DRIFT
995498,77185.96,0,0,UNKNOWN
995506,77392.1477,46.27,-142.62,BULLISH_DRIFT
995506,77392.1477,0,0,UNKNOWN
995515,77252.0686,47.4,-109.61,BULLISH_DRIFT
995515,77252.0076,0,0,UNKNOWN
995523,77256.3517,55.72,-69.95,BULLISH_DRIFT
995523,77256.3517,0,0,UNKNOWN
995532,77242.34,60.69,31.71,BEARISH_DRIFT
995532,77247.2671,0,0,UNKNOWN
995540,77278.9998,66.7,-46.61,BEARISH_DRIFT
995540,77278.9998,0,0,UNKNOWN
995549,77342.81,74.79,-21.87,BULLISH_DRIFT
995549,77401.2585,0,0,UNKNOWN
995557,77324.055,86.34,27.14,BULLISH_DRIFT
995557,77324.055,0,0,UNKNOWN
995566,77458.9169,92.25,16.15,BULLISH_DRIFT
995566,77328,0,0,UNKNOWN
995574,77324,95.36,10.44,BULLISH_DRIFT
995574,77329.0606,0,0,UNKNOWN
995583,77330,89.48,23.37,BULLISH_DRIFT
995583,77504.4207,0,0,UNKNOWN
995591,77319.2512,84.65,157.71,BULLISH_DRIFT
995591,77319.2512,0,0,UNKNOWN
995600,77326.232,81.52,-8.91,BULLISH_DRIFT
995600,77326.24,0,0,UNKNOWN
995608,77510.8336,79.98,165.92,BULLISH_DRIFT
995608,77510.8336,0,0,UNKNOWN
995617,77461.5649,76.29,-20.12,BULLISH_DRIFT
995617,77408.0536,0,0,UNKNOWN
995625,77401.0708,85.91,73.4,BULLISH_DRIFT
995625,77573.9616,0,0,UNKNOWN
995634,77527.1263,83.29,156.65,BULLISH_DRIFT
995642,77527.5403,73.26,168.23,BULLISH_DRIFT
995651,77519,61.91,-26.24,BULLISH_DRIFT
995659,77347.1221,55.28,-17.89,BEARISH_DRIFT
995668,77365.2851,59.65,-57.08,BEARISH_DRIFT
995676,77349.2705,57.68,-45.19,BEARISH_DRIFT
995685,77516.0887,56.27,-68.34,BULLISH_DRIFT
995693,77311.66,52.63,87.86,BULLISH_DRIFT
995702,77330.98,47.44,-121.0,BULLISH_DRIFT
995702,77328.6161,0,0,UNKNOWN
995710,77333.93,51.41,-99.43,BULLISH_DRIFT
995710,77333.93,0,0,UNKNOWN
995719,77540.8506,27.21,-98.4,BEARISH_DRIFT
995728,77370.35,44.22,-83.22,BULLISH_DRIFT
995737,77410.1348,55.79,-49.43,BEARISH_DRIFT
995745,77367.9328,56.27,-30.33,BULLISH_DRIFT
995754,77355.99,55.26,-68.18,BULLISH_DRIFT
995762,77329.7465,48.38,-100.32,BULLISH_DRIFT
995771,77327.02,43.94,-16.41,BEARISH_DRIFT
995779,77318.2243,46.59,-117.31,BULLISH_DRIFT
995788,77460.9489,50.03,-118.73,BULLISH_DRIFT
995796,77257.19,48.79,-133.15,BULLISH_DRIFT
995805,77213.65,33.48,-20.03,BULLISH_DRIFT
995813,77357.7955,34.96,-211.45,BEARISH_DRIFT
995822,77276.0796,34.01,-149.56,BEARISH_DRIFT
995830,77225.949,14.81,-184.76,BEARISH_DRIFT
995839,77225.949,14.35,-176.82,BEARISH_DRIFT
995847,77141.1304,24.59,-229.43,BEARISH_DRIFT
995856,77162.4299,23.62,-235.12,BEARISH_DRIFT
995864,77149.12,27.38,-216.41,BEARISH_DRIFT
995873,77170.11,28.52,-208.9,BEARISH_DRIFT
995881,77164.97,29.45,-193.08,BEARISH_DRIFT
995890,77149.4127,34.59,-171.81,BEARISH_DRIFT
995898,77139.44,39.05,-181.19,BEARISH_DRIFT
995907,77130.7,32.64,-183.3,BEARISH_DRIFT
995915,77118.66,24.75,-15.74,BEARISH_DRIFT
995924,77159.6914,33.83,-16.7,BEARISH_DRIFT
995932,77228.1123,60.67,-137.96,BULLISH_DRIFT
995941,77200.75,66.64,108.28,BULLISH_DRIFT
995949,77353.6176,70.1,-74.96,BEARISH_DRIFT
995958,77179.4752,58.62,-77.41,BEARISH_DRIFT
995966,77179.12,53.99,-88.5,BULLISH_DRIFT
995975,77179.11,53.08,-83.76,BULLISH_DRIFT
996000,77225.3969,71.07,-62.86,BEARISH_DRIFT
996009,77420.7558,74.02,-34.49,BULLISH_DRIFT
996017,77231.2562,69.49,-47.34,BEARISH_DRIFT
996026,77247.3463,62.56,-33.3,BULLISH_DRIFT
996034,77250.99,62.14,-28.14,BULLISH_DRIFT
996043,77237.305,60.66,-36.8,BEARISH_DRIFT
996051,77313.2685,66.29,-38.5,BEARISH_DRIFT
996060,77212.1497,67.96,-59.35,BEARISH_DRIFT
996068,77225.76,59.37,90.31,BULLISH_DRIFT
996077,77234.3,55.92,-79.31,BULLISH_DRIFT
996085,77280.0957,66.27,129.83,BULLISH_DRIFT
996094,77451.7611,70.64,-47.99,BEARISH_DRIFT
996102,77366.1731,64.22,63.75,BULLISH_DRIFT
996111,77303.05,71.08,138.49,BULLISH_DRIFT
996119,77447,69.17,-19.33,BULLISH_DRIFT
996128,77259.497,58.39,-54.93,BEARISH_DRIFT
996137,77278.492,56.73,98.36,BEARISH_DRIFT
996146,77283.9981,60.7,114.54,BEARISH_DRIFT
996154,77294.1701,60.73,-66.95,BULLISH_DRIFT
996163,77276.5286,64.31,-54.15,BEARISH_DRIFT
996171,77264.3339,58.75,-81.62,BEARISH_DRIFT
996180,77266.2268,49.6,-92.17,BULLISH_DRIFT
996188,77270.8485,51.1,-91.53,BULLISH_DRIFT
996197,77198.06,45.21,-92.73,BULLISH_DRIFT
996205,77198.4047,36.05,-140.62,BEARISH_DRIFT
996214,77231.6516,32.17,-144.17,BEARISH_DRIFT
996222,77204.99,38.43,-148.08,BEARISH_DRIFT
996231,77227.986,41.74,-137.6,BEARISH_DRIFT
996239,77211.01,41.64,-120.93,BEARISH_DRIFT
996248,77401,28.6,-137.69,BEARISH_DRIFT
996256,77256,34.93,-117.08,BEARISH_DRIFT
996265,77420.8655,47.33,-89.62,BULLISH_DRIFT
996273,77423.6497,50.47,-84.68,BULLISH_DRIFT
996282,77247,41.17,-96.56,BEARISH_DRIFT
996290,77225.41,42.86,-21.49,BEARISH_DRIFT
996299,77215.48,55.7,-114.12,BULLISH_DRIFT
996307,77219.4954,46.08,-119.02,BULLISH_DRIFT
996316,77229.8,56.33,-97.63,BULLISH_DRIFT
996324,77232.28,55.79,-98.44,BULLISH_DRIFT
996333,77245.02,54.12,-87.35,BULLISH_DRIFT
996341,77234.48,55.48,-83.25,BULLISH_DRIFT
996350,77239.01,47.49,-81.73,BULLISH_DRIFT
996358,77284.4147,35.74,-80.43,BEARISH_DRIFT
996367,77267.01,71.18,-32.19,BULLISH_DRIFT
996375,77244.231,53.72,-63.89,BEARISH_DRIFT
996384,77256.378,57.82,-75.84,BEARISH_DRIFT
996392,77263.63,57.96,-75.36,BEARISH_DRIFT
996401,77415,66.33,-66.02,BEARISH_DRIFT
996409,77272.17,57.54,-81.96,BEARISH_DRIFT
996418,77271.3265,61.39,-60.15,BEARISH_DRIFT
996426,77271.3488,58.65,-76.09,BEARISH_DRIFT
996435,77262.01,58.65,-65.58,BULLISH_DRIFT
996443,77353.7754,58.18,-76.64,BEARISH_DRIFT
996452,77271.3476,51.69,-85.18,BULLISH_DRIFT
996460,77294.99,42.68,-58.61,BEARISH_DRIFT
996469,77300.661,66.2,-46.88,BEARISH_DRIFT
996477,77318.63,63.53,-55.0,BEARISH_DRIFT
996486,77337.6093,72.91,-22.65,BULLISH_DRIFT
996494,77537.606,71.63,95.07,BULLISH_DRIFT
996503,77361.61,82.0,-6.7,BULLISH_DRIFT
996511,77363.4123,79.13,-7.57,BULLISH_DRIFT
996520,77373.4,78.5,-23.19,BULLISH_DRIFT
996528,77390.2116,78.49,-27.45,BULLISH_DRIFT
996537,77352.4,92.12,171.71,BULLISH_DRIFT
996546,77377.0005,73.46,-42.64,BEARISH_DRIFT
996555,77344.6758,70.63,-21.22,BULLISH_DRIFT
996563,77347.6,60.71,-46.89,BEARISH_DRIFT
996572,77354.4642,59.76,-59.5,BEARISH_DRIFT
996580,77359.48,55.59,126.79,BEARISH_DRIFT
996589,77397.91,55.06,-54.03,BEARISH_DRIFT
996597,77534.9371,57.85,-35.1,BEARISH_DRIFT
996606,77401.11,61.93,-21.84,BULLISH_DRIFT
996614,77370.05,57.97,-49.43,BEARISH_DRIFT
996623,77376.32,49.83,57.52,BULLISH_DRIFT
996631,77422.7751,46.52,-12.74,BULLISH_DRIFT
996640,77370.69,46.93,-53.99,BEARISH_DRIFT
996648,77347.1133,57.69,-84.37,BEARISH_DRIFT
996657,77344.8749,51.53,-4.27,BEARISH_DRIFT
996665,77371.4922,56.35,-78.53,BULLISH_DRIFT
996674,77330.01,47.31,-89.63,BULLISH_DRIFT
996682,77345.9264,37.1,-123.53,BEARISH_DRIFT
996691,77409.1838,39.05,-94.83,BEARISH_DRIFT
996699,77425.16,50.17,-47.18,BEARISH_DRIFT
996708,77428.01,58.04,-35.5,BEARISH_DRIFT
996716,77452.38,65.19,-43.15,BEARISH_DRIFT
996725,77450.29,71.15,-20.41,BULLISH_DRIFT
996733,77422.47,64.3,-27.83,BEARISH_DRIFT
996742,77454.9824,64.25,-27.22,BEARISH_DRIFT
996750,77511.4146,79.78,17.87,BULLISH_DRIFT
996759,77650.1803,78.99,139.78,BEARISH_DRIFT
996767,77506.83,78.35,12.88,BULLISH_DRIFT
996776,77493.27,80.28,-2.89,BULLISH_DRIFT
996784,77535.273,75.91,1.14,BEARISH_DRIFT
996793,77494.1822,74.54,9.19,BULLISH_DRIFT
996801,77523.2213,65.16,-23.66,BULLISH_DRIFT
996810,77490,62.97,-4.53,BEARISH_DRIFT
996818,77500,56.58,132.12,BEARISH_DRIFT
996827,77500.75,60.43,-42.65,BEARISH_DRIFT
996835,77487.18,61.93,-43.47,BULLISH_DRIFT
996843,77504.2,47.84,-44.17,BEARISH_DRIFT
996852,77567.6102,40.71,-64.99,BEARISH_DRIFT
996860,77518.673,35.86,-95.45,BEARISH_DRIFT
996869,77582.5362,51.1,-59.71,BEARISH_DRIFT
996877,77725.928,64.53,-20.14,BEARISH_DRIFT
996886,77569.9996,52.59,-35.03,BEARISH_DRIFT
996894,77634.3032,58.91,-26.63,BULLISH_DRIFT
996903,77538.67,58.64,52.45,BULLISH_DRIFT
996911,77536.0791,57.91,-70.1,BEARISH_DRIFT
996920,77716.3263,59.3,-72.78,BEARISH_DRIFT
996928,77532.2,60.55,-58.46,BEARISH_DRIFT
996937,77528.18,56.45,-74.58,BULLISH_DRIFT
996945,77534.9,55.9,-75.47,BULLISH_DRIFT
996955,77503.1976,50.28,-93.66,BULLISH_DRIFT
996963,77489.9,44.34,-62.44,BEARISH_DRIFT
996972,77489.8966,23.24,-121.86,BEARISH_DRIFT
996980,77506.65,28.38,-114.9,BEARISH_DRIFT
996989,77526,39.93,57.99,BULLISH_DRIFT
996997,77526.9901,40.01,-80.66,BEARISH_DRIFT
