gid,actual_price,rsi,ma25_distance,predicted_action
879590,80779.98,40.75,-53.66,BEARISH_DRIFT
879591,80772.0213,38.07,-74.76,BEARISH_DRIFT
879592,80788.5427,36.73,-74.29,BEARISH_DRIFT
879593,80779.2993,36.74,-79.9,BEARISH_DRIFT
879594,80762,39.18,-82.32,BEARISH_DRIFT
879595,80762,36.52,-87.71,BEARISH_DRIFT
879597,80757,36.51,-59.85,BEARISH_DRIFT
879598,80756.98,36.51,-94.79,BEARISH_DRIFT
879599,80742,36.35,-91.69,BEARISH_DRIFT
879600,80755.467,32.53,-116.21,BULLISH_DRIFT
879601,80756.1582,38.52,-97.96,BEARISH_DRIFT
879602,80761.991,41.85,-87.93,BEARISH_DRIFT
879603,80744.8303,41.85,-80.47,BEARISH_DRIFT
879605,80728.3,38.2,-87.39,BEARISH_DRIFT
879606,80729.0381,33.43,-118.81,BULLISH_DRIFT
879607,80705.8464,33.4,-111.97,BULLISH_DRIFT
879608,80714.44,28.05,-111.24,BULLISH_DRIFT
879609,80690.8061,30.15,-134.34,BULLISH_DRIFT
879610,80653.2282,27.89,-127.79,BULLISH_DRIFT
879611,80678.8603,24.67,-140.05,BULLISH_DRIFT
879612,80677.095,26.65,-160.39,BULLISH_DRIFT
879614,80669.8676,26.2,-152.59,BULLISH_DRIFT
879615,80666.4647,19.77,-149.58,BULLISH_DRIFT
879616,80643.6676,19.36,-158.59,BULLISH_DRIFT
879617,80692.2683,17.07,-178.21,BULLISH_DRIFT
879618,80620.3518,18.59,-172.52,BULLISH_DRIFT
879619,80626.7328,16.73,-171.46,BULLISH_DRIFT
879620,80614.01,16.69,-176.27,BULLISH_DRIFT
879622,80644.84,16.53,-188.73,BULLISH_DRIFT
879623,80648.4617,24.3,-193.94,BULLISH_DRIFT
879624,80641.59,23.26,-163.38,BULLISH_DRIFT
879625,80609.509,22.59,-164.73,BULLISH_DRIFT
879626,80614.9945,16.1,-206.24,BULLISH_DRIFT
879627,80622.8868,16.38,-210.5,BULLISH_DRIFT
879628,80634.9386,18.12,-187.5,BULLISH_DRIFT
879629,80629.6319,22.96,-173.1,BULLISH_DRIFT
879631,80642.96,20.72,-174.1,BULLISH_DRIFT
879632,80638.03,23.91,-161.25,BULLISH_DRIFT
879633,80621.01,23.91,-163.41,BULLISH_DRIFT
879634,80621.0409,18.71,-165.42,BULLISH_DRIFT
879635,80615.3286,11.94,-174.27,BULLISH_DRIFT
879636,80638.4099,11.85,-172.97,BULLISH_DRIFT
879637,80626.9167,14.09,-163.6,BULLISH_DRIFT
879639,80635.9907,11.99,-149.81,BULLISH_DRIFT
879640,80640.95,14.02,-172.34,BULLISH_DRIFT
879641,80629.66,17.19,-156.97,BULLISH_DRIFT
879642,80624.5122,17.9,-162.86,BULLISH_DRIFT
879643,80629.7383,17.51,-162.15,BULLISH_DRIFT
879644,80578.8682,17.93,-147.24,BULLISH_DRIFT
879645,80580.2567,14.53,-169.78,BULLISH_DRIFT
879646,80591.99,14.53,-219.09,BULLISH_DRIFT
879648,80587.6097,15.37,-225.78,BULLISH_DRIFT
879649,80599.1712,15.54,-191.25,BULLISH_DRIFT
879650,80597.1676,16.86,-184.76,BULLISH_DRIFT
879651,80587.05,18.0,-172.13,BULLISH_DRIFT
879652,80587.32,16.14,-172.09,BULLISH_DRIFT
879653,80580.6413,16.14,-183.89,BULLISH_DRIFT
879654,80578.38,15.18,-196.18,BULLISH_DRIFT
879656,80559.96,15.18,-189.94,BULLISH_DRIFT
879657,80561.2381,14.56,-188.85,BULLISH_DRIFT
879658,80564.44,14.55,-204.16,BULLISH_DRIFT
879659,80552,14.41,-176.77,BULLISH_DRIFT
879660,80561.3635,14.04,-212.1,BULLISH_DRIFT
879661,80553.1382,14.04,-212.92,BULLISH_DRIFT
879662,80544,15.14,-186.87,BULLISH_DRIFT
879663,80543.99,14.75,-210.12,BULLISH_DRIFT
879665,80554.95,14.42,-209.84,BULLISH_DRIFT
879666,80555.9897,14.81,-202.45,BULLISH_DRIFT
879667,80561.1796,15.22,-185.92,BULLISH_DRIFT
879668,80566.7,15.22,-193.34,BULLISH_DRIFT
879669,80559.6765,13.84,-184.35,BULLISH_DRIFT
879670,80561.33,13.81,-185.26,BULLISH_DRIFT
879671,80566.6874,13.8,-182.84,BULLISH_DRIFT
879673,80556.68,13.81,-190.84,BULLISH_DRIFT
879674,80540.2761,13.81,-190.86,BULLISH_DRIFT
879675,80529.1987,13.35,-195.69,BULLISH_DRIFT
879676,80546.7818,6.24,-195.51,BULLISH_DRIFT
879677,80521.9345,6.24,-201.61,BULLISH_DRIFT
879678,80519.9828,5.81,-212.81,BULLISH_DRIFT
879679,80542.1237,5.81,-201.49,BULLISH_DRIFT
879680,80542.11,6.25,-204.1,BULLISH_DRIFT
879682,80580.5669,6.25,-191.29,BULLISH_DRIFT
879683,80603.09,15.33,-171.15,BULLISH_DRIFT
879684,80592.83,22.35,-140.37,BULLISH_DRIFT
879685,80601.219,21.27,-132.96,BULLISH_DRIFT
879686,80607.72,21.83,-134.88,BULLISH_DRIFT
879687,80616.3,23.92,-119.66,BULLISH_DRIFT
879688,80602.281,26.37,-110.38,BULLISH_DRIFT
879690,80596.0451,28.99,-115.03,BULLISH_DRIFT
879691,80587.06,27.85,-108.52,BULLISH_DRIFT
879692,80601.69,27.52,-130.35,BULLISH_DRIFT
879693,80612.72,28.04,-117.77,BULLISH_DRIFT
879694,80625.483,29.94,-98.51,BULLISH_DRIFT
879695,80618.9083,29.94,-109.85,BULLISH_DRIFT
879696,80609.2568,32.62,-91.06,BULLISH_DRIFT
879697,80614.3154,32.62,-94.29,BULLISH_DRIFT
879699,80622.9,31.77,-107.31,BULLISH_DRIFT
879700,80615.0402,33.18,-91.24,BULLISH_DRIFT
879701,80604.0098,33.17,-87.46,BULLISH_DRIFT
879702,80621.9033,31.55,-87.19,BULLISH_DRIFT
879703,80622.5667,38.39,-80.16,BEARISH_DRIFT
879704,80621.7255,39.79,-71.2,BEARISH_DRIFT
879705,80602.5662,38.18,-81.21,BEARISH_DRIFT
879707,80622.7,36.33,-96.15,BEARISH_DRIFT
879708,80607.5901,36.33,-100.59,BEARISH_DRIFT
879709,80615.94,37.74,-95.24,BEARISH_DRIFT
879710,80622.7,48.69,-80.97,BEARISH_DRIFT
879711,80619,49.19,-71.89,BEARISH_DRIFT
879712,80622.6,50.01,-75.75,BEARISH_DRIFT
879713,80618,48.85,-78.55,BEARISH_DRIFT
879714,80620,50.01,-76.74,BEARISH_DRIFT
879716,80630,50.01,-72.74,BEARISH_DRIFT
879717,80610.1774,49.85,-57.3,BEARISH_DRIFT
879718,80611.31,47.84,-67.96,BEARISH_DRIFT
879719,80622.9334,47.84,-77.45,BEARISH_DRIFT
879720,80624.9863,49.85,-71.75,BEARISH_DRIFT
879721,80635.0034,49.85,-62.91,BEARISH_DRIFT
879722,80647.3501,54.62,-59.46,BEARISH_DRIFT
879724,80648.02,54.18,-37.47,BEARISH_DRIFT
879725,80649.04,54.97,-34.73,BEARISH_DRIFT
879726,80647.1432,55.73,-42.11,BEARISH_DRIFT
879727,80656.71,55.73,-32.97,BEARISH_DRIFT
879728,80642.6431,57.26,-42.31,BEARISH_DRIFT
879729,80596.6468,55.06,-39.24,BEARISH_DRIFT
879730,80585.6483,41.59,-57.51,BEARISH_DRIFT
879731,80578,41.59,-65.12,BEARISH_DRIFT
879733,80562.75,40.46,-83.19,BEARISH_DRIFT
879734,80583.83,37.16,-79.24,BEARISH_DRIFT
879735,80590.46,38.94,-89.26,BEARISH_DRIFT
879736,80590.64,39.63,-86.25,BEARISH_DRIFT
879737,80594.9,49.52,-73.74,BEARISH_DRIFT
879738,80591.11,49.52,-70.65,BEARISH_DRIFT
879739,80594.7919,51.45,-74.75,BEARISH_DRIFT
879741,80606.0568,51.45,-65.97,BEARISH_DRIFT
879742,80615,54.42,-72.69,BEARISH_DRIFT
879743,80608.4474,54.41,-51.39,BEARISH_DRIFT
879744,80602.3514,57.1,-50.73,BEARISH_DRIFT
879745,80601.6194,57.1,-51.37,BEARISH_DRIFT
879746,80599.9,57.1,-55.08,BEARISH_DRIFT
879747,80603.81,55.22,-55.84,BEARISH_DRIFT
879748,80601.6375,55.22,-56.74,BEARISH_DRIFT
879750,80608.24,55.22,-55.85,BEARISH_DRIFT
879751,80604.8563,59.35,-42.13,BEARISH_DRIFT
879752,80613.6,59.35,-49.37,BEARISH_DRIFT
879753,80609.5507,59.35,-37.17,BEARISH_DRIFT
879754,80600.72,59.35,-46.14,BEARISH_DRIFT
879755,80610.2,59.35,-47.12,BEARISH_DRIFT
879756,80599.91,58.09,-55.71,BEARISH_DRIFT
879758,80566.6708,58.98,-45.26,BEARISH_DRIFT
879759,80546.2656,53.12,-41.83,BEARISH_DRIFT
879760,80562.7479,49.64,-95.62,BEARISH_DRIFT
879761,80564.63,49.64,-80.06,BEARISH_DRIFT
879762,80559.62,49.64,-77.93,BEARISH_DRIFT
879763,80547.58,50.66,-71.87,BEARISH_DRIFT
879764,80606.5,51.51,-79.77,BEARISH_DRIFT
879765,80536.0718,51.45,-87.14,BEARISH_DRIFT
879767,80559.0211,49.43,-98.27,BEARISH_DRIFT
879768,80548.43,53.11,-86.7,BEARISH_DRIFT
879769,80552.5438,52.08,-86.34,BEARISH_DRIFT
879770,80557.0366,55.26,-82.83,BEARISH_DRIFT
879771,80549.868,49.77,-61.26,BEARISH_DRIFT
879772,80546.2989,49.77,-76.5,BEARISH_DRIFT
879773,80539.04,48.96,-82.61,BEARISH_DRIFT
879775,80533.73,47.96,-92.89,BEARISH_DRIFT
879776,80538.2643,47.49,-94.75,BEARISH_DRIFT
879777,80534.9761,46.9,-90.24,BEARISH_DRIFT
879785,80570.0089,38.8,-63.66,BEARISH_DRIFT
879786,80577.47,39.19,-50.73,BEARISH_DRIFT
879787,80599.8507,41.72,-47.61,BEARISH_DRIFT
879788,80605.2311,47.01,-23.05,BEARISH_DRIFT
879789,80604.93,47.02,-35.93,BEARISH_DRIFT
879790,80610.6884,48.63,-18.3,BEARISH_DRIFT
879792,80616.9499,48.65,-14.63,BEARISH_DRIFT
879793,80619.08,50.65,-3.03,BEARISH_DRIFT
879794,80611.0099,50.65,-6.27,BEARISH_DRIFT
879795,80617.3009,49.56,-23.73,BEARISH_DRIFT
879796,80616.0307,50.65,-10.87,BEARISH_DRIFT
879797,80628.6864,50.65,-0.92,BEARISH_DRIFT
879798,80631.28,52.69,2.53,BULLISH_DRIFT
879799,80619.3,52.82,7.7,BULLISH_DRIFT
879801,80616.5597,52.82,-4.21,BEARISH_DRIFT
879802,80625.2,51.0,-6.56,BEARISH_DRIFT
879803,80615.0007,51.0,-10.12,BEARISH_DRIFT
879804,80625.2293,54.2,-8.82,BEARISH_DRIFT
879805,80638.9772,54.08,22.01,BULLISH_DRIFT
879806,80638.0053,54.08,10.07,BULLISH_DRIFT
879807,80622.2533,54.08,11.07,BULLISH_DRIFT
879809,80640.6315,52.05,-1.02,BEARISH_DRIFT
879800,80639.97,52.05,7.72,BULLISH_DRIFT
879808,80622.0222,49.79,10.39,BULLISH_DRIFT
879817,80629.0098,55.27,10.45,BULLISH_DRIFT
879825,80638.6973,54.54,-10.71,BEARISH_DRIFT
879834,80637.1246,56.38,-0.8,BEARISH_DRIFT
879842,80625.3889,61.05,10.4,BULLISH_DRIFT
879851,80629.0013,64.39,-13.48,BEARISH_DRIFT
879859,80638,73.95,-10.49,BEARISH_DRIFT
879868,80640.6123,72.48,-2.81,BEARISH_DRIFT
879876,80651.5794,61.7,-4.04,BEARISH_DRIFT
879885,80619.6187,56.37,6.3,BULLISH_DRIFT
879893,80576.46,44.19,-28.0,BEARISH_DRIFT
879902,80558.3172,38.97,-51.69,BEARISH_DRIFT
879910,80493.841,27.11,-114.12,BULLISH_DRIFT
879919,80502.1597,21.65,-129.82,BULLISH_DRIFT
879927,80487.18,26.52,-122.65,BULLISH_DRIFT
879936,80517.4376,18.52,-129.68,BULLISH_DRIFT
879944,80485.28,25.76,-110.76,BULLISH_DRIFT
879953,80477.0418,23.79,-128.61,BULLISH_DRIFT
879961,80490.3665,21.41,-122.3,BULLISH_DRIFT
879970,80473.9775,21.82,-115.27,BULLISH_DRIFT
879978,80497.2317,17.44,-118.82,BULLISH_DRIFT
879988,80519.64,34.48,-69.95,BULLISH_DRIFT
879996,80539,38.46,-61.3,BEARISH_DRIFT
880005,80530.8901,62.27,-31.77,BEARISH_DRIFT
880013,80498.64,55.65,-55.79,BEARISH_DRIFT
880022,80477,52.99,-69.13,BEARISH_DRIFT
880030,80494.06,45.12,-88.56,BEARISH_DRIFT
880039,80460.9,47.26,-56.91,BEARISH_DRIFT
880047,80447.6334,43.96,-82.59,BEARISH_DRIFT
880056,80453.7109,44.21,-78.53,BEARISH_DRIFT
880064,80504.0042,52.39,-59.81,BEARISH_DRIFT
880073,80487.4144,56.27,-20.57,BEARISH_DRIFT
880081,80510.9861,49.35,-22.04,BEARISH_DRIFT
880090,80493.98,49.57,-0.67,BEARISH_DRIFT
880098,80501.4,39.81,-41.82,BEARISH_DRIFT
880107,80472.9587,46.65,-13.0,BEARISH_DRIFT
880115,80397.8969,45.71,-47.54,BEARISH_DRIFT
880124,80201.5992,37.37,-125.38,BEARISH_DRIFT
880132,80213.7762,21.45,-319.14,BULLISH_DRIFT
880141,80217.93,25.75,-263.61,BULLISH_DRIFT
880149,80278.84,29.79,-254.11,BULLISH_DRIFT
880158,80340.8136,27.16,-173.59,BULLISH_DRIFT
880166,80316.1697,34.64,-123.48,BULLISH_DRIFT
880175,80214.23,33.07,-126.95,BULLISH_DRIFT
880183,80134.8927,29.85,-189.56,BULLISH_DRIFT
880192,80065.2733,25.03,-264.7,BULLISH_DRIFT
880200,80093.9093,21.43,-307.05,BULLISH_DRIFT
880209,80091.6289,26.46,-284.22,BULLISH_DRIFT
880217,80077.8541,33.09,-249.24,BULLISH_DRIFT
880226,79880.0627,38.9,-245.24,BEARISH_DRIFT
880234,79921.2893,24.22,-369.44,BULLISH_DRIFT
880243,79841.98,25.49,-369.4,BULLISH_DRIFT
880251,80021.01,23.44,-359.14,BULLISH_DRIFT
880260,80005.2438,30.39,-174.5,BULLISH_DRIFT
880268,80049.602,29.3,-183.26,BULLISH_DRIFT
880277,80200.5363,41.65,-94.78,BEARISH_DRIFT
880285,80168.9611,53.05,33.52,BULLISH_DRIFT
880294,80202.4,58.18,17.91,BULLISH_DRIFT
880302,80237.4555,57.87,50.62,BULLISH_DRIFT
880311,80237.66,56.91,84.54,BULLISH_DRIFT
880319,80213.4587,63.28,92.78,BULLISH_DRIFT
880328,80232.35,82.22,69.04,BEARISH_DRIFT
880336,80153.97,76.22,55.43,BEARISH_DRIFT
880345,80142.7689,67.06,16.19,BEARISH_DRIFT
880353,80128.9624,61.63,25.26,BULLISH_DRIFT
880362,80169.6088,61.3,-9.86,BEARISH_DRIFT
880370,80180.6894,54.89,49.62,BULLISH_DRIFT
880379,80192.6192,47.65,43.52,BULLISH_DRIFT
880387,80260.6031,55.25,53.4,BULLISH_DRIFT
880398,80259.8178,54.94,91.37,BULLISH_DRIFT
880406,80240.7627,56.48,81.97,BULLISH_DRIFT
880415,80238.3328,50.73,48.84,BULLISH_DRIFT
880423,80259.7532,53.5,30.79,BULLISH_DRIFT
880432,80283.7857,65.64,32.65,BEARISH_DRIFT
880440,80304.7945,78.39,55.82,BEARISH_DRIFT
880449,80266.0735,77.12,67.69,BEARISH_DRIFT
880457,80314.7145,81.38,34.22,BEARISH_DRIFT
880466,80310.9125,79.4,63.64,BEARISH_DRIFT
880474,80278.18,80.15,46.62,BEARISH_DRIFT
880483,80252.1094,65.8,21.76,BEARISH_DRIFT
880491,80261.6,51.11,-2.63,BEARISH_DRIFT
880500,80276.0016,56.11,-0.25,BEARISH_DRIFT
880508,80293.7101,62.46,29.04,BULLISH_DRIFT
880517,80247.45,60.52,7.33,BULLISH_DRIFT
880525,80218.0475,50.61,-31.68,BEARISH_DRIFT
880534,80229.3464,46.11,-41.7,BEARISH_DRIFT
880542,80206.51,40.51,-49.71,BEARISH_DRIFT
880551,80181.7729,33.94,-84.18,BULLISH_DRIFT
880559,80182.38,24.42,-100.01,BULLISH_DRIFT
880568,80142.7363,26.14,-87.36,BULLISH_DRIFT
880576,80105.0002,24.7,-136.3,BULLISH_DRIFT
880585,80153.3993,24.8,-142.84,BULLISH_DRIFT
880593,80060.6874,26.29,-138.93,BULLISH_DRIFT
880602,80126.6419,7.87,-199.07,BULLISH_DRIFT
880610,80143.2744,33.21,-107.03,BULLISH_DRIFT
880619,80051.5347,31.14,-135.14,BULLISH_DRIFT
880627,80007.1457,23.61,-182.51,BULLISH_DRIFT
880636,79924.389,24.5,-198.89,BULLISH_DRIFT
880644,79912.0909,22.66,-265.4,BULLISH_DRIFT
880653,79828.8972,21.83,-271.23,BULLISH_DRIFT
880661,79789.6076,19.4,-344.76,BULLISH_DRIFT
880670,79901.7209,24.46,-307.74,BULLISH_DRIFT
880678,79826.3408,33.29,-216.96,BULLISH_DRIFT
880687,79682.4876,28.61,-289.92,BULLISH_DRIFT
880695,79622.0377,26.94,-375.99,BULLISH_DRIFT
880704,79560.3726,15.51,-389.74,BULLISH_DRIFT
880712,79655.0621,15.18,-379.26,BULLISH_DRIFT
880721,79590.5404,22.31,-329.68,BULLISH_DRIFT
880729,79652.565,19.89,-362.78,BULLISH_DRIFT
880738,79666.7966,29.61,-247.23,BULLISH_DRIFT
880746,79663.6686,34.95,-241.94,BULLISH_DRIFT
880755,79728.7196,38.77,-204.39,BEARISH_DRIFT
880763,79561.91,41.51,-147.28,BEARISH_DRIFT
880772,79558.7777,30.77,-231.05,BULLISH_DRIFT
880780,79648.9603,32.61,-201.63,BULLISH_DRIFT
880789,79527.5675,46.21,-124.67,BEARISH_DRIFT
880797,79529.7578,42.43,-198.51,BEARISH_DRIFT
880807,79568.8528,48.04,-177.7,BEARISH_DRIFT
880815,79653.6037,49.97,-108.68,BEARISH_DRIFT
880824,79637.046,53.19,-96.74,BEARISH_DRIFT
880832,79681.95,52.41,-17.65,BEARISH_DRIFT
880841,79665.75,50.05,15.19,BULLISH_DRIFT
880849,79658.4527,42.67,-2.77,BEARISH_DRIFT
880858,79686.1928,46.9,-28.85,BEARISH_DRIFT
880866,79688.4575,64.55,53.72,BULLISH_DRIFT
880875,79681.8409,57.0,0.31,BULLISH_DRIFT
880883,79681.5754,59.47,28.24,BULLISH_DRIFT
880892,79690.63,75.31,2.02,BEARISH_DRIFT
880900,79674.7604,71.95,16.94,BEARISH_DRIFT
880909,79649.5337,61.38,26.57,BULLISH_DRIFT
880917,79629.74,54.54,-41.54,BEARISH_DRIFT
880926,79678.1303,43.26,-22.56,BEARISH_DRIFT
880934,79718.4218,46.75,-2.21,BEARISH_DRIFT
880943,79727.7778,62.22,31.11,BULLISH_DRIFT
880951,79755.8519,63.03,30.36,BULLISH_DRIFT
880960,79776.0157,59.95,60.01,BULLISH_DRIFT
880968,79819.1997,65.97,72.39,BEARISH_DRIFT
880977,79806.2244,72.55,85.44,BEARISH_DRIFT
880985,79816.5653,70.66,77.42,BEARISH_DRIFT
880994,79828.59,66.03,57.85,BEARISH_DRIFT
881002,79790.7839,72.88,59.33,BEARISH_DRIFT
881011,79749.0382,72.28,29.16,BEARISH_DRIFT
881019,79793.3543,65.02,13.66,BEARISH_DRIFT
881028,79752.0207,61.61,-4.42,BEARISH_DRIFT
881036,79737.06,56.52,-16.58,BEARISH_DRIFT
881045,79748.7923,50.86,-9.63,BEARISH_DRIFT
881053,79750.0155,48.6,-29.57,BEARISH_DRIFT
881062,79737,48.35,-26.19,BEARISH_DRIFT
881070,79737.5921,37.65,-44.24,BEARISH_DRIFT
881079,79700.01,36.22,-39.51,BEARISH_DRIFT
881087,79741.566,32.98,-87.7,BULLISH_DRIFT
881096,79678.6992,34.07,-85.97,BULLISH_DRIFT
881104,79666.0101,37.51,-125.32,BEARISH_DRIFT
881113,79638.5132,32.7,-105.01,BULLISH_DRIFT
881121,79636.2934,33.79,-120.77,BULLISH_DRIFT
881130,79674.9741,36.4,-145.87,BEARISH_DRIFT
881138,79654.7902,28.76,-123.73,BULLISH_DRIFT
881147,79745.2116,34.4,-97.38,BULLISH_DRIFT
881155,79771.6002,46.56,-12.97,BEARISH_DRIFT
881164,79708.5482,49.85,-19.14,BEARISH_DRIFT
881172,79669.3898,48.24,-31.21,BEARISH_DRIFT
881181,79718.936,43.83,-75.84,BEARISH_DRIFT
881189,79716.8391,54.66,-31.57,BEARISH_DRIFT
881198,79736.5745,54.82,-25.22,BEARISH_DRIFT
881206,79774.55,58.74,-9.65,BEARISH_DRIFT
881216,79782.75,68.53,23.4,BEARISH_DRIFT
881224,79727.3416,70.55,46.96,BEARISH_DRIFT
881233,79627.6815,57.72,-22.59,BEARISH_DRIFT
881241,79620.2818,47.84,-96.86,BEARISH_DRIFT
881250,79623.3992,33.62,-100.83,BULLISH_DRIFT
881258,79554.969,35.69,-113.82,BEARISH_DRIFT
881267,79570.0212,30.45,-164.6,BULLISH_DRIFT
881275,79514.8325,37.28,-147.53,BEARISH_DRIFT
881284,79484.8494,25.03,-202.99,BULLISH_DRIFT
881292,79452.0195,21.01,-266.07,BULLISH_DRIFT
881301,79418.4614,11.25,-244.68,BULLISH_DRIFT
881309,79397.1317,16.36,-259.16,BULLISH_DRIFT
881318,79408.8849,17.42,-254.6,BULLISH_DRIFT
881326,79331.7475,20.7,-231.2,BULLISH_DRIFT
881335,79299.4488,20.11,-306.05,BULLISH_DRIFT
881343,79347.0299,19.47,-332.26,BULLISH_DRIFT
881352,79340.583,32.05,-229.35,BULLISH_DRIFT
881360,79305.3621,23.56,-232.42,BULLISH_DRIFT
881369,79274.629,23.0,-268.27,BULLISH_DRIFT
881377,79238.9148,24.48,-276.38,BULLISH_DRIFT
881386,79270.99,26.36,-239.1,BULLISH_DRIFT
881394,79285.2647,34.67,-175.51,BULLISH_DRIFT
881403,79211.2699,29.12,-174.08,BULLISH_DRIFT
881411,79211.555,25.79,-225.99,BULLISH_DRIFT
881420,79204.8454,28.67,-207.27,BULLISH_DRIFT
881428,79229.5844,36.06,-174.97,BEARISH_DRIFT
881437,79226.5292,37.14,-143.25,BEARISH_DRIFT
881445,79234.6988,32.41,-126.39,BULLISH_DRIFT
881454,79253.1123,37.17,-108.71,BEARISH_DRIFT
881462,79227.187,40.84,-75.8,BEARISH_DRIFT
881471,79213.2666,44.71,-98.56,BEARISH_DRIFT
881479,79216.374,43.04,-120.13,BEARISH_DRIFT
881488,79267.8862,46.98,-84.13,BEARISH_DRIFT
881496,79256.264,56.78,-19.39,BEARISH_DRIFT
881505,79183.1565,58.43,-59.31,BEARISH_DRIFT
881513,79200.3405,48.1,-101.77,BEARISH_DRIFT
881522,79205.7989,42.17,-74.91,BEARISH_DRIFT
881530,79121.541,36.95,-89.12,BEARISH_DRIFT
881539,79084.2856,40.72,-136.66,BEARISH_DRIFT
881547,79071.0235,30.87,-164.25,BULLISH_DRIFT
881556,79069.0463,31.46,-168.36,BULLISH_DRIFT
881564,79038.4678,27.9,-188.92,BULLISH_DRIFT
881573,79047.0743,31.59,-170.94,BULLISH_DRIFT
881581,79012.204,25.97,-188.45,BULLISH_DRIFT
881590,78886.7376,10.28,-192.75,BULLISH_DRIFT
881598,78798.4513,8.61,-330.39,BULLISH_DRIFT
881607,78878.2453,16.69,-364.43,BULLISH_DRIFT
881615,78889.5981,34.1,-212.56,BULLISH_DRIFT
881625,78853.857,31.94,-231.72,BULLISH_DRIFT
881633,78932.8301,31.08,-257.27,BULLISH_DRIFT
881642,78834.6402,36.45,-188.52,BEARISH_DRIFT
881650,78813.0131,35.31,-233.24,BEARISH_DRIFT
881659,78803.6314,35.01,-216.31,BEARISH_DRIFT
881667,78728.6865,32.91,-224.55,BULLISH_DRIFT
881676,78715.6853,31.54,-296.12,BULLISH_DRIFT
881684,78801.5047,33.79,-252.21,BULLISH_DRIFT
881693,78841.9466,51.08,-177.43,BEARISH_DRIFT
881701,78850.4511,54.45,-105.84,BEARISH_DRIFT
881710,78862.1675,40.43,-98.93,BEARISH_DRIFT
881718,78816.6002,44.8,-85.68,BEARISH_DRIFT
881727,78849.5589,43.38,-56.53,BEARISH_DRIFT
881735,78871.8599,47.62,-44.55,BEARISH_DRIFT
881744,78866.18,56.95,-23.1,BEARISH_DRIFT
881752,78908.3909,55.5,-25.66,BEARISH_DRIFT
881761,78940.926,71.74,18.88,BEARISH_DRIFT
881769,78961.728,79.95,23.35,BEARISH_DRIFT
881778,78946.3878,83.06,74.69,BEARISH_DRIFT
881786,78974.3372,75.22,48.88,BEARISH_DRIFT
881795,78989.1248,70.0,52.42,BEARISH_DRIFT
881803,79001,72.82,86.49,BEARISH_DRIFT
881812,79019.449,83.99,105.92,BEARISH_DRIFT
881820,78993.0626,82.33,86.89,BEARISH_DRIFT
881829,79058.0377,87.07,71.41,BEARISH_DRIFT
881837,79055.1026,88.38,134.83,BEARISH_DRIFT
881846,79098.9808,89.4,108.34,BEARISH_DRIFT
881854,79070.8556,89.32,123.56,BEARISH_DRIFT
881863,79067.0338,75.98,59.3,BEARISH_DRIFT
881871,79102.7699,78.75,81.67,BEARISH_DRIFT
881880,79116.7855,85.71,84.71,BEARISH_DRIFT
881888,79112.87,84.85,81.76,BEARISH_DRIFT
881897,79128.36,83.27,60.18,BEARISH_DRIFT
881905,79104.5282,81.7,58.39,BEARISH_DRIFT
881914,79099.1474,72.11,34.19,BEARISH_DRIFT
881922,79101.4116,67.27,14.1,BEARISH_DRIFT
881931,79176.6754,55.81,4.99,BULLISH_DRIFT
881939,79163.0817,67.64,58.96,BEARISH_DRIFT
881948,79154.2098,60.89,40.6,BULLISH_DRIFT
881956,79116.46,67.41,34.91,BEARISH_DRIFT
881965,79094.2557,55.94,-18.19,BEARISH_DRIFT
881973,79057.57,49.76,-43.97,BEARISH_DRIFT
881982,79052.37,35.71,-81.14,BEARISH_DRIFT
881990,79088.2132,41.02,-73.66,BEARISH_DRIFT
881999,79055.8444,46.14,-56.63,BEARISH_DRIFT
882007,79042.5308,42.69,-91.46,BEARISH_DRIFT
882016,79195.4515,43.1,-95.07,BEARISH_DRIFT
882024,79167.4541,59.04,29.06,BULLISH_DRIFT
882034,79192.9,48.2,15.13,BULLISH_DRIFT
882042,79182.51,48.97,14.63,BULLISH_DRIFT
882051,79168.3131,56.06,24.6,BULLISH_DRIFT
882059,79172.4504,55.53,3.28,BULLISH_DRIFT
882068,79153.06,62.72,19.78,BULLISH_DRIFT
882076,79169.5255,63.84,-6.22,BEARISH_DRIFT
882085,79145.81,61.16,-9.23,BEARISH_DRIFT
882093,79140.2358,57.14,-10.56,BEARISH_DRIFT
882102,79161.97,62.94,-19.85,BEARISH_DRIFT
882110,79199.8773,64.97,-4.35,BEARISH_DRIFT
882119,79193.66,46.6,13.15,BULLISH_DRIFT
882127,79070.1748,57.22,16.8,BULLISH_DRIFT
882136,79121.0914,30.64,-87.71,BULLISH_DRIFT
882144,79252.8953,46.45,-56.28,BEARISH_DRIFT
882153,79255.4199,60.66,67.28,BULLISH_DRIFT
882161,79274.1505,59.2,60.79,BULLISH_DRIFT
882170,79293.12,63.1,58.81,BULLISH_DRIFT
882178,79296.19,67.71,75.88,BEARISH_DRIFT
882187,79292.5003,66.7,71.58,BEARISH_DRIFT
882195,79316.3479,65.5,50.61,BEARISH_DRIFT
882204,79343.019,63.28,62.72,BULLISH_DRIFT
882212,79306.1906,62.76,91.24,BULLISH_DRIFT
882221,79320,60.15,56.03,BULLISH_DRIFT
882229,79308.75,78.37,58.47,BEARISH_DRIFT
882238,79308.9896,67.03,46.46,BEARISH_DRIFT
